sentence,label,avg_nll,p95,run
Phil ate a large intestine.,-1,6.505061,9.094118,2
Who will not be studying a yersinia pestis?,-1,4.883712,9.462593,4
Seth will be vandalizing a vehicle.,-1,5.194559,7.533505,3
Sue presents a factual text a red oak tree.,-1,6.269998,9.317431,5
Abraham will be pestling ten fruit or vegetables.,-1,6.285924,10.161194,5
Who is freezing a hand gun?,-1,6.571619,8.200249,4
A bacterium will not be working a bacterium.,-1,4.751960,9.618717,3
Roger injects Rita with 3 arms.,-1,6.555995,11.187923,2
Who will be dodging a bullet?,-1,4.272680,7.757669,2
Mavis is roughenning a clothing.,-1,7.756600,10.848098,9
A bacterium will infect two cells with a combustion chamber.,-1,5.007396,10.956717,3
Stuart won't disburse a dengue fever virus.,-1,5.023162,8.138929,5
Who doesn't perform a helmet?,-1,6.206161,9.872546,2
Who imbibed a left distal foot phalanx V bone?,-1,5.852160,10.900389,3
Who questioned a pulmonary artery?,-1,7.921776,12.794916,6
Agnes will observe a window.,-1,6.509155,8.821351,2
Andrew will express a message.,-1,6.793655,9.289797,3
A grass plant borrowed a library building.,-1,7.447692,10.959291,4
Ronald was impersonating Irene.,-1,6.533861,11.443743,2
Who will dodge a bullet?,-1,4.925898,7.757669,4
UNK_ORG_2 was protecting a toilet.,-1,7.164044,14.199231,2
Who is contracting a light fixture?,-1,5.990524,9.251200,4
Who was bombing Priscilla?,-1,6.287680,9.513940,5
A bacterium won't attack a CPU.,-1,5.332446,10.956717,2
Lisa has not shared Valerie.,-1,7.208201,10.204623,6
Who locates a sheep?,-1,6.629227,10.658212,2
Kelli inherits an oilseed.,-1,7.159891,7.965337,3
Ursula helps a table.,-1,5.781689,8.993448,4
A primate gives a trousers to a lymph gland.,-1,6.127058,12.302887,2
Sally was planting a seed.,-1,5.045903,5.641156,4
Maria is lifting an animal.,-1,6.445489,10.086074,5
Who will read a deltoid muscle?,-1,5.615562,8.033875,5
Boris won't store a papaya.,-1,6.207923,10.920430,3
Marilyn steps an ATM machine.,-1,6.200295,9.944843,3
Kathleen will be clipping a pianola.,-1,6.004363,13.709877,3
Lionel doesn't massage a reference book.,-1,5.792959,10.725594,4
Karl will choke an eggplant.,-1,6.157890,8.319990,6
Phoebe was inflating a balloon.,-1,4.140064,8.263628,2
Charles will upload a combustion chamber.,-1,7.233071,10.262522,3
Pamela will steal a hair.,-1,5.981702,9.040556,5
Who drills a left metatarsal 4 bone?,-1,5.773266,13.125261,2
Rosalind will be imbibing a cub.,-1,5.329019,11.402225,2
Who will be attacking Penny?,-1,6.323450,10.835017,2
Ruby will be judging a helicopter.,-1,7.111663,10.997353,2
Alonso doesn't hear Emma.,-1,6.582332,7.894221,3
Lucas will be outraging Eugene.,-1,6.881357,12.255044,3
Ethel punches Frederick.,-1,8.595858,9.361258,2
Katherine smells a toy.,-1,7.393350,11.793370,3
Raymond nods 7 heads.,-1,6.986652,9.772565,4
Bertram replaces to a bowling lane.,-1,6.805403,9.986053,7
Benjamin fishes a gear train.,-1,6.988362,9.011179,2
Lionel was bombing ten endives.,-1,7.018918,11.730393,5
Jed classes a Ford rim.,-1,8.365597,12.119792,7
Hamish dumps a ship container.,-1,7.441539,9.864721,3
Who doesn't combine a contraceptive device?,-1,6.195932,12.335341,1
Maggie is firing a thermometer.,-1,5.731284,10.457923,4
Who will be bombarding a ski?,-1,6.414514,9.266500,3
Who was massaging a right intermediate foot phalanx V bone?,-1,6.595470,11.391174,9
Felix looks a superficial temporal frontal branch artery.,-1,7.514195,12.732289,9
Who is not subjecting a pearl to Dorothy?,-1,6.507877,11.560984,3
UNK_PERSON_1 determines a factual text.,-1,8.433801,14.316779,5
Kathleen sculptured a right distal foot phalanx V bone.,-1,5.224630,9.776607,2
Lora dreams a hearing protection.,-1,7.771663,11.884599,6
Who is dodging a bullet?,-1,4.318348,7.757669,1
6 hens ideates a broadcasting station.,-1,7.678970,12.457810,7
Alain doesn't see a tv remote.,-1,5.744399,9.875303,3
Winnie poisons a mouth.,-1,7.346269,10.254823,7
Philip will be mailing a device.,-1,6.719627,10.317114,2
Melvin showed nine T4 vertebra bones to Mike.,-1,6.300171,10.466729,5
Who is wading a title?,-1,5.865482,8.419551,4
Larry roughened a clothing.,-1,8.518447,10.535382,6
Daniel detects a garlic.,-1,8.875892,10.904157,2
Morris pips Duncan.,-1,7.066676,9.622833,4
Belinda ingested a candle.,-1,6.427109,10.068658,4
Allan will be forgiving Kristen a cricothyroid artery.,-1,6.338346,11.520130,5
Who exchanges a left true rib 2 bone with a chrysanthemum?,-1,5.627122,13.239774,7
Who was not kicking a leg?,-1,6.030241,7.757669,4
Patrick will exhibit a display artifact a hair.,-1,7.795952,9.916112,5
Burt will be braying a human corpse.,-1,6.398522,9.802854,5
Who solders a spring?,-1,6.894263,9.178528,3
An organism was befriending some walnut wood.,-1,6.414565,11.648089,4
Who will not be charging a sheepskin?,-1,5.378653,9.507487,3
Clement designates to James to sudate.,-1,7.363906,12.406331,6
Adrian was inheritting a solenoid from a cocoa tree.,-1,5.589326,12.608263,3
Clarice has not respired a tie rod.,-1,6.673311,13.082715,9
Who discovers a MacPherson strut?,-1,5.851627,9.852368,2
Bertha was helping a table.,-1,6.331104,9.673414,5
Sue is breaking a casino to a lateral femoral circumflex ascending branch artery.,-1,5.402601,10.548588,5
Who downloads a computer?,-1,6.780463,7.757669,2
Derek will be borrowing a factual text.,-1,6.490308,11.994770,3
Who doesn't look a jfet transistor?,-1,6.132568,9.887569,4
An ape boils a whip.,-1,7.612157,11.261819,3
3 organisms will poison an apartment unit.,-1,7.759179,11.240383,7
Wilfred will not bombard a salivary gland.,-1,5.557742,10.207530,4
Caitlin will translate a text.,-1,5.187315,6.540761,2
Who is uncovering 10 most recent feeds?,-1,5.823465,12.178400,3
Boris will nod to a head.,-1,6.265073,8.337746,4
Who will be inheritting a factual text from a VSTOL?,-1,6.419654,13.662601,5
Leonard was borrowing a factual text.,-1,7.029716,12.759580,3
Who was borrowing a muffler from Rick?,-1,6.136769,10.619884,5
Allan dredged a ball.,-1,6.203206,7.728035,3
Walter was irrigating an airport.,-1,5.906091,7.501330,4
Vanessa smells a sheepskin.,-1,6.595835,9.574541,3
Pete will be firing a thermometer.,-1,6.178424,9.235951,3
Who assorted a railcar?,-1,8.238605,9.946789,4
Allan is paying a ski.,-1,6.673824,9.984068,4
Who was catching Ada?,-1,7.926932,12.659082,4
Andy bought a product from 6 currencies.,-1,6.063787,10.093426,3
Phoebe is seeing four spinachs.,-1,6.619059,9.678351,5
Who plans?,-1,7.537633,7.757669,3
Who is demoing an animal controller?,-1,6.101428,8.879886,3
Andrew has not has a main telephone line.,-1,5.899907,9.289797,4
Kevin is choreographing a tire.,-1,6.158471,13.936801,3
Who sits a seat?,-1,6.861511,7.757669,5
Derek doesn't wink an eye.,-1,5.370993,10.028442,3
Who will be infecting Jed?,-1,6.273886,13.212366,2
Who won't judge a blue agave?,-1,5.717291,8.244862,4
Sylvia stole a triploid cell.,-1,6.243191,10.463204,4
Who doesn't starve Marshela?,-1,6.892414,12.850696,2
Calvin will write a text.,-1,5.516339,7.768070,2
Christine will be running a game artifact.,-1,5.893512,9.129097,3
Who buries a human corpse?,-1,4.876510,7.757669,2
Who will be refinancing an aircraft carrier?,-1,5.712221,8.526690,3
Who was reading a plant product?,-1,7.033622,9.935633,6
Marshela was closing a doorway.,-1,7.987938,11.461607,6
An animal will be burying an alternator.,-1,5.354250,10.733758,3
Ada indicates Amselm a finger.,-1,8.076077,11.882649,7
Who will be detecting the ferry boat?,-1,5.868433,11.839548,2
Who suffers UNK_WORK_OF_ART_3?,-1,7.118512,12.319633,6
Jackie was not stealing a lip.,-1,6.123509,9.456410,6
Who plans?,-1,7.537633,7.757669,3
Susan will not smoothen a hair.,-1,5.859082,10.101236,4
Who was remembering a L2 vertebra bone?,-1,6.831315,12.253575,7
A hendra virus will toy a pecs.,-1,7.098488,10.360951,6
Claudia will be bawling a rotor.,-1,5.286685,10.341387,3
Ida fortifies a weapon.,-1,6.582921,9.722187,5
Who will be inheritting a factual text from Kristin?,-1,6.468169,13.662601,5
Alec is awarding Susan null.,-1,7.071190,11.229332,4
Who will be analyzing 10 decaploid cells?,-1,6.382867,11.796235,7
Doug swaps a tooth.,-1,8.471738,10.746552,2
Four organisms befriends Teresa.,-1,9.084140,11.830117,5
Benjamin is roughenning a clothing.,-1,7.488707,10.557969,7
Henry will be grinding a canine.,-1,7.564062,12.213652,4
Jed evacuates an absolute dud.,-1,6.340203,9.458702,3
An animal will be burying a projectile shell.,-1,5.642971,11.195731,3
Rose will be canvassing UNK_PRODUCT_2.,-1,6.995265,11.421572,4
James doesn't sing a bulk cargo ship.,-1,6.612597,10.141815,2
A genetically engineered organism is borrowing an egg yolk from an interosseous recurrent artery.,-1,4.776479,13.261368,4
Who stored a room?,-1,7.899069,7.757669,5
Alonso is taking a herpesB virus.,-1,7.126322,12.875477,4
Who nods to Shirley?,-1,7.748907,10.442879,2
Who was trading a left palatine bone?,-1,6.206490,11.819216,7
UNK_ORG_2 evacuated a building.,-1,6.981293,14.316779,2
10 ducks has not waded a synagogue.,-1,7.757962,14.233109,5
Who won't be refinancing a joint doctrine?,-1,6.583665,13.189657,3
Rose has not sprayed null.,-1,8.785352,13.621557,5
Who analysed a valve?,-1,8.405986,11.161200,5
Who will lend an electrical plug a video display?,-1,6.666150,9.523278,9
Who assails 3 cashew nuts?,-1,6.425250,12.253735,2
Who won't starve a solarium?,-1,6.248720,8.302761,4
A pigeon was converting a viral agent.,-1,7.599955,11.150325,3
A puppy will solder null.,-1,9.135102,13.607285,6
Noel finances an alligator.,-1,6.457924,7.389831,5
Who will share a C2 vertebra bone with a legume?,-1,5.327780,7.807321,3
Lilian treats a viral core.,-1,7.988456,11.498064,7
Daphne will farm a superior laryngeal artery.,-1,5.224007,9.545830,3
Max painted a wall.,-1,6.436349,9.256374,2
Five horses trotted to Karina to swing.,-1,6.982115,10.731620,3
Claire will massage an aloe vera plant.,-1,5.202716,10.190979,4
Benjamin will be strengthenning Susan.,-1,7.368275,11.856281,4
Who ran a chest seal?,-1,7.647432,8.813050,6
Vanessa will inherit an ape.,-1,6.337776,9.574541,4
Donald doesn't deliver a window to UNK_PERSON_2.,-1,6.711435,10.846909,4
Tony reads a chapter.,-1,6.678839,9.942848,2
Anne protected a groundnut.,-1,7.830713,10.245708,6
Who was boiling a baseball field?,-1,6.954518,9.379734,3
Who was aviating an airplane?,-1,6.078027,7.757669,5
Who commanded a music text?,-1,7.811228,9.989924,6
5 hamsters was taking a home base.,-1,6.603255,9.040774,2
Greta is playing a rocket.,-1,5.784921,7.219687,4
Pete supported a currency.,-1,7.238852,11.513590,3
Lydia is painting a wall.,-1,4.662132,10.127499,1
Dalton is ringing an ear.,-1,6.881652,10.780462,5
Who precipitated a hallway?,-1,7.439477,13.557898,3
Barbara will bury a human corpse.,-1,5.680936,8.344448,2
Annabel exchanged an organism with a queen_sized bed.,-1,7.249377,13.856551,5
Barnaby produced a botanical tree.,-1,6.673095,11.059856,4
Who doesn't sing to Linda?,-1,5.933509,10.050668,3
A seaweed was not dredging a tape recorder.,-1,5.599468,10.003056,3
Norman looks a gas pedal.,-1,7.503913,11.233423,5
Who doesn't release a basement?,-1,5.818281,11.138520,1
Rose was uncovering a touch screen.,-1,6.266636,10.235227,3
Sheila designates to a lateral cuneiform bone to compare.,-1,6.541114,10.484194,7
Who is emerging an Escherichia coli?,-1,4.964108,10.686953,4
Bertie was suffering zero muscles.,-1,6.743693,11.105171,4
UNK_ORG_3 is befriending an organism.,-1,5.998609,14.316779,4
Who pulls a vehicle?,-1,6.128911,7.757669,2
Who doesn't wade a telephone?,-1,5.972871,10.922052,4
An enveloped virus observed a L2 vertebra bone.,-1,6.215997,11.167134,5
Louis evaporates a terminal.,-1,7.631747,10.600104,3
Francis is performing a head.,-1,6.168903,9.505030,2
Who was not borrowing a portabello mushroom?,-1,5.621005,9.815280,4
Seth will wink 4 eyes.,-1,6.365699,7.533505,5
Who vandalises a prison?,-1,5.955070,7.757669,3
An enveloped virus is not locating Lydia.,-1,7.352502,16.163502,3
Ruby ideates null.,-1,10.486793,12.731983,5
Who is matching a currency?,-1,6.620491,10.585983,4
Who will award a title to 3 true rib bones?,-1,6.018665,9.925562,5
Gertrude is strengthenning Aileen.,-1,6.141150,10.266857,5
Who fires a thermometer?,-1,7.298115,11.303721,2
Ann will work a pay check.,-1,6.786092,9.004249,6
Veronica will creep a bed frame.,-1,6.581331,9.485647,5
Stephen will be firing a thermometer.,-1,7.004091,9.965689,2
Agnes will be mailing a message.,-1,5.555906,8.964842,2
Evelyn was envisaging an electric device.,-1,5.545418,7.230219,3
Who performs a device?,-1,6.871829,9.234468,2
Louis destines to an explosive device to spray.,-1,7.195094,10.242642,3
Who will be playing null?,-1,6.295863,7.757669,3
Who will compound a manifold?,-1,7.680637,11.854268,6
Who designates a finger?,-1,6.370430,11.123200,2
Rosa will be infecting Ursula with an orchid.,-1,4.951403,12.673225,3
Laura doesn't befriend an organism.,-1,6.149106,9.461679,2
Who reviews 4 dorsal artery of clitoriss?,-1,6.938032,10.758594,6
Who loses Hazel?,-1,9.280574,9.334350,3
Clarice has not seated an auditorium.,-1,5.761652,10.812047,7
Cara will not be watching.,-1,5.502192,7.723154,4
Who isn't perceiving a left colic descending artery branch?,-1,6.318182,10.883843,4
Mitchell uncovered a product package.,-1,6.952509,10.690188,3
Morgan drives a vehicle.,-1,5.770510,5.837952,5
Casey will be sculpturing a base.,-1,5.761698,8.702361,2
Who will be imbibing a bathing device?,-1,5.646296,11.093233,3
Who protected an armor?,-1,8.150710,10.133869,5
Who was eating an ignition coil?,-1,6.631789,11.067550,5
Who is pipping Robert?,-1,6.405782,8.203073,4
UNK_PERSON_3 was toying a game board.,-1,7.178953,14.316779,10
Dolly is substituting an organ.,-1,6.349431,7.465376,4
Florence disburses a superior rectal artery to a residence.,-1,6.371308,12.061009,3
Wilfred binds a recording tape.,-1,7.203243,10.207530,3
Who replaces 10 fingers?,-1,6.651764,8.637047,3
William doesn't buy a product.,-1,5.705289,8.843550,2
Eugene will loan a vehicle a military vehicle.,-1,5.702897,9.367507,4
Who will burn Henry?,-1,7.169037,9.445407,5
Stanley will slice a finger.,-1,6.601399,9.871709,2
A fern originates a hominid.,-1,6.464241,10.101590,6
Bertha doesn't relinquish Richard.,-1,6.070258,11.273617,1
Cindy pilots an airplane.,-1,6.203138,6.021754,4
Pauline is fishing a gear.,-1,6.663842,9.104414,7
An organism isn't befriending a motorcycle.,-1,6.142604,11.476610,3
Who helped Pearl?,-1,7.757448,8.556204,4
Leonard painted a painted picture.,-1,5.854214,10.175774,2
Barbara shuttles a vehicle.,-1,5.268569,8.344448,3
Who isn't manducating a fruit or vegetable?,-1,4.716631,7.757669,2
Who wasn't eating a calf?,-1,6.212645,8.953395,2
Noel will be relinquishing a left palatine bone.,-1,5.618391,11.253204,3
Who will be giving a tomato to Emma?,-1,5.450953,8.253126,2
Ethel has not winked 4 eyes.,-1,5.765094,9.361258,3
Who has not wrought a bacterium?,-1,6.210463,14.483683,2
Neville searched Oliver.,-1,7.104942,11.950087,3
Leonard infected Eileen.,-1,6.855599,10.175774,4
Who punishes Augusta?,-1,7.419692,12.807835,2
Fred stole some red oak wood.,-1,7.071971,10.356957,5
Who has not shouted a saddle?,-1,6.512503,10.174228,3
Who is painting a wall?,-1,5.210871,7.757669,3
Who is determining?,-1,7.216120,7.757669,2
UNK_PERSON_2 demoed a zener diode.,-1,6.647152,14.316779,3
Maggie injected a jfet transistor with null.,-1,6.259610,12.747734,2
Geraldine doesn't bombard a bottle.,-1,6.154457,10.383620,3
A bacterium was not fermenting 4 bacteriums.,-1,4.829732,10.956717,3
Who will download a computer?,-1,6.010990,7.757669,6
A hominid impersonated Elton.,-1,5.664653,9.606334,3
Who acquires a ls1 engine?,-1,5.851027,12.971583,2
Who has not lent a facial artery to a bed frame?,-1,5.920778,10.769846,2
Who is comparing four superior gluteal deep branch arterys?,-1,6.175896,12.049267,4
Who manducated a fruit or vegetable?,-1,5.490992,7.757669,3
Felix doesn't play zero berries.,-1,6.840866,11.250721,3
Sue was sculpturing a kyasanur forest disease virus.,-1,4.751792,12.297821,5
Who is suspiring a right ossa coxae?,-1,7.053529,10.790234,8
Norman is smelling a planing hull water vehicle.,-1,7.445921,12.026727,5
Alcyon processed a proper hepatic artery.,-1,6.413829,11.683280,4
Who doesn't bind Claudia?,-1,7.525358,15.459903,2
Who will wink a motor scooter?,-1,7.052501,9.243856,6
A grape vine will be firing a thermometer.,-1,6.511577,11.147586,4
A Poplar tree was nodding a neck.,-1,5.507645,10.501358,3
Kevin isn't pulling a npn transistor.,-1,6.297584,10.170012,2
Who infects a microorganism?,-1,4.702238,7.757669,2
Susan has a walnut tree.,-1,5.629604,10.101236,2
A mosquito sat an auditorium.,-1,6.775751,9.487732,5
Who isn't barfing zero left common carotid arterys?,-1,5.848559,12.319068,5
Valentine reproduces a cell.,-1,6.271820,9.093616,2
Who paints a wall?,-1,5.507903,7.757669,2
Who is performing two superficial circumflex iliac arterys?,-1,5.046625,8.960491,4
Lily gets a factual text from a jaw.,-1,6.368780,13.153385,3
5 animals bellows a dress.,-1,7.710291,11.631037,3
Who will study a mylohyoid branch artery?,-1,5.537237,8.742984,6
A vibrio cholera will tramp a mobile cell phone.,-1,5.796468,11.139407,4
Alcyon includes a chin.,-1,6.866102,11.127406,2
A Fir tree will vandalize a vehicle.,-1,6.096196,13.828206,5
A monkey swung Austin.,-1,9.129098,10.777550,5
Who releases a controller?,-1,7.045890,10.672493,2
A calf was designing a bed linen.,-1,6.588027,11.951221,2
Anthony was affixing a human corpse.,-1,6.027441,10.345756,4
Who produces some cocoa bean?,-1,7.420171,9.664556,6
Inna evacuates a nail.,-1,7.022269,9.779510,3
Patricia searches 10 clostridium tetanis.,-1,5.678583,12.569065,4
Who will be setting a petroleum tanker ship?,-1,6.523598,10.033049,6
Eugene operated a device.,-1,5.866560,9.186789,2
Who was contracting UNK_LANGUAGE_2?,-1,7.555952,15.102605,7
Who will judge a vehicle brake?,-1,6.318932,8.380563,7
Thomas isn't calling Megan.,-1,7.198214,10.021765,3
A west nile virus is tying a portabello mushroom to Ignatius.,-1,5.039206,13.928419,4
Who befriends null?,-1,7.788801,10.640080,2
Megan befriends Mona.,-1,6.580423,8.605835,5
Pauline was mashing a fruit or vegetable.,-1,5.238554,8.724685,5
Annabel isn't stealing a heliport from 4 cashew nuts.,-1,5.451309,11.336988,4
Alba will be voting eight ballots.,-1,6.568042,8.179515,4
Phoebe was driving a vehicle.,-1,4.384563,7.507792,2
A botanical tree wasn't committing a plant spinose structure.,-1,7.461453,12.380930,4
Who is selling a currency UNK_LAW_2?,-1,6.438113,10.298417,8
Oren transforms a safety device.,-1,7.274529,10.500221,3
Who unveils a temporal lobes?,-1,6.861913,11.283567,4
Who interchanges four organisms?,-1,7.992565,9.928308,6
Albert will perceive Eric.,-1,9.289877,10.895362,5
Jacinta drove a vehicle.,-1,6.499572,10.495999,3
Aileen will not be translating a text.,-1,5.392014,9.074667,4
Who evacuates Sheila?,-1,7.927545,13.322331,2
Ignatius won't forgive five left lunates a dual gauge railway.,-1,7.312062,11.169743,9
Derrick decreased a factual text.,-1,7.591354,11.406095,6
Eileen was storing six cytomegaloviruss.,-1,5.809182,13.119707,7
Robert will be evacuating a building.,-1,5.165252,8.650376,2
Alphonso is ironning a clothing.,-1,6.354961,12.014768,3
Who was directing a lumbar artery?,-1,6.314232,11.935943,5
Mary wasn't intending to a left proximal phalanx III bone to play.,-1,5.971119,10.499856,4
Winnie will be pipping a device.,-1,6.009315,8.071486,5
Milton was revealing a navicular bone.,-1,5.909433,13.326789,4
An Aegilops grass was recollecting a rope.,-1,5.315308,9.393049,4
An organism doesn't befriend Adam.,-1,6.779084,9.170115,3
Who was searching a tea tree?,-1,6.516836,9.580213,7
Matilda protects a hand tool.,-1,6.850362,9.741161,2
A reptile steals null from a voluntary muscle.,-1,7.300867,11.698606,3
Caitlin will be moving to Veronica.,-1,4.971505,6.540761,2
Megan will be inheritting a long posterior ciliary artery from a compass.,-1,5.865443,14.977832,4
Mona drives Malcolm.,-1,7.989687,10.864035,5
Ruby is studying 6 testicular arterys.,-1,6.881153,10.818777,4
Who drinks a face?,-1,7.233500,9.892046,4
Who has not squeezed an odometer?,-1,5.460740,11.227343,2
Alex will compare UNK_ORG_1.,-1,6.884936,10.531918,6
Ada will be smoothing a hair.,-1,7.528718,11.882649,4
Gordon was granting Victor a water catchment.,-1,6.842123,11.434908,5
A queen insect wasn't suffering a drill.,-1,7.211442,11.922731,4
Who compounds a blade?,-1,7.867291,9.834618,2
Richard doesn't take a vehicle.,-1,5.690786,9.232224,2
Wallace relinquishes Deborah.,-1,7.935788,13.376070,2
Who gave Molly a tongue?,-1,6.423709,7.757669,3
Who has not massaged a bedroom?,-1,5.635037,11.491499,2
Augusta will not download a calf.,-1,7.026614,12.241101,6
Who refinances an armor?,-1,7.337827,13.343202,2
Arnold will be harming 8 organs.,-1,6.668791,12.414847,4
Grace was not processing a vaccinia virus.,-1,6.958193,13.505514,7
Who doesn't borrow a wearing friction surface from a night club?,-1,6.320018,14.332576,3
Who is not lessenning an anterior interventricular diagonal artery?,-1,6.178256,10.220717,6
A coffee plant doesn't toy a flower.,-1,6.086328,9.191854,4
Who will penalise Kevin?,-1,6.415604,8.202612,3
Pete will be raising 3 domestic animals.,-1,5.515069,8.502577,3
Daniel was reproducing a cell.,-1,6.162242,9.369899,3
UNK_ORG_1 compounds a pollen.,-1,7.807679,14.316779,4
Carl grinds a forearm.,-1,7.667973,11.079349,6
Who was punishing a gun barrel?,-1,7.065381,8.981411,6
Mariam vandalises a vehicle.,-1,5.879356,10.350788,2
Alice will watch a motion picture shot.,-1,6.449333,7.851718,3
Veronica is choosing an arcuate artery.,-1,6.365688,9.604378,6
Albert befriended Susan.,-1,6.394730,9.866722,2
Penny is writing eight texts.,-1,6.328398,8.235409,6
Who shoots a pectoral artery with a pistol?,-1,4.597010,7.863142,2
Sarah purchases a product from Roy.,-1,6.524886,10.539838,2
Larry will drink a lateral cuneiform bone.,-1,6.222757,10.535382,3
Who will remember?,-1,5.539460,6.308733,4
Who isn't taking a vehicle?,-1,5.678508,7.757669,2
Who was seeing an electrical component?,-1,6.798642,8.466516,7
Tommy was penalising Victor.,-1,6.794182,8.821241,5
Who placed an article?,-1,6.833952,7.757669,5
Who voided a nipah virus?,-1,6.129837,14.312127,2
Who will compare Barbara?,-1,7.892385,11.345983,5
Melinda ate a displacement hull water vehicle.,-1,8.368987,12.661564,4
Who will interview a fluorescent light bulb?,-1,5.776009,9.291215,5
Who is questioning 8 throats?,-1,6.187017,12.355579,4
Who will not be planning a right II metacarpal?,-1,5.302470,10.222105,3
Who planned?,-1,8.456679,7.757669,3
Who compounded five C5 vertebra bones?,-1,7.649488,9.706350,6
Madeline eats a PATELLA.,-1,5.443859,9.638204,2
Who will not bind a chin?,-1,6.655124,10.300258,4
Vanessa drills a foot and mouth virus.,-1,5.844447,9.574541,1
Andrea isn't ascertaining 8 factual texts.,-1,6.269529,11.343106,4
Carmen will melt a generator.,-1,6.678474,10.463475,5
Who will be breaking a kitchen?,-1,6.023730,9.931073,4
Harold doesn't hear a lateral femoral circumflex transverse branch artery.,-1,5.303300,11.415385,2
A guinea pig is regarding a government building.,-1,5.026111,10.890580,2
Bernice will drill a gas pedal.,-1,7.082610,11.514914,3
Geoffrey disbursed a flowering plant.,-1,5.889188,10.694098,3
Who was planning?,-1,6.975690,7.757669,4
Marshela doesn't vote a ballot.,-1,7.403092,11.461607,3
Patricia has not acquired Alain.,-1,5.956120,9.074390,6
Mariam wasn't stealing a stock.,-1,6.684227,10.773495,3
Edward doesn't farm a zygote.,-1,6.187254,11.153951,4
Wallace released a guanarito virus.,-1,5.577580,9.799093,3
Elaine is storing a revolver gun.,-1,6.350514,12.555714,2
Who has not fired a thermometer?,-1,5.683027,10.570768,2
Aaron specifies to an insurance policy to kick.,-1,7.501536,10.406217,9
Janice is taking a golf facility.,-1,6.363332,9.226534,3
Tina doesn't close a doorway.,-1,5.649057,8.581553,3
A staphylococcus aureus was choreographing UNK_NORP_1.,-1,4.583315,12.831710,5
Rebecca will be paying a spore.,-1,5.904489,9.008609,3
Nicholas inflates a balloon.,-1,5.041963,10.463240,1
Who will pestle a bone?,-1,7.190287,10.449092,6
Alonso flew an airplane.,-1,6.306952,7.372086,6
Who is borrowing a right II metacarpal?,-1,5.973333,11.821320,5
A deer hunted a posterior interosseous artery.,-1,5.528160,10.365664,6
Who ran a game goal?,-1,7.118879,8.714568,5
Rachel will be infecting a bacterium.,-1,5.638597,10.303604,2
Clement sculptured a left colic artery.,-1,5.949763,9.692991,3
Alonso ran Janet.,-1,8.544364,9.723814,5
Geraldine is fortifying a weapon.,-1,5.354924,8.205719,2
Isabel will sell a product.,-1,5.772076,7.550151,4
Who will not locate a synagogue?,-1,6.909817,11.187696,4
Who is not determining to Christopher?,-1,7.708199,14.479233,2
Murphy doesn't freeze a supreme intercostal artery.,-1,5.776343,10.922229,5
Lora wasn't turning a bicycle.,-1,6.403960,9.648417,3
Linda won't be investing a cable ship.,-1,6.254125,9.966949,5
Who refinanced 8 superior gluteal deep branch arterys?,-1,6.490161,13.554091,5
Alban was not commanding an insurance policy.,-1,6.307568,10.408377,7
An antelope will be toying a superficial palmar branch of the radial artery.,-1,4.916946,9.837948,7
Leonard is vandalising a vehicle.,-1,5.555141,10.175774,2
Maurice is harming an animal.,-1,5.087044,5.879274,3
An organism poisoned a crab.,-1,7.569350,8.836499,5
Alice has not recollected.,-1,5.707363,10.414252,5
Ignatius is analyzing four united states five cent coins.,-1,5.912218,11.817980,4
Alvin will hear a hen.,-1,6.818148,9.172339,4
Lindsay isn't drinking a brake pedal.,-1,5.993009,9.642460,3
Who was choking a screw?,-1,7.566328,11.705962,5
Herbert has not waved to 9 arms.,-1,6.356133,11.622168,7
Pauline will question a rutabaga.,-1,5.838717,11.303673,6
Mathew will be locating a portable computer.,-1,6.053035,8.097296,3
Duncan is catching UNK_PERSON_3.,-1,7.144111,14.430400,7
Who is befriending Janice?,-1,4.776012,10.489312,1
Simon matched a currency.,-1,8.521662,10.518305,2
Who will not be infecting a microorganism?,-1,4.522130,7.757669,3
Lydia loaned a vehicle to Ursula.,-1,5.921027,10.467570,2
Who will smell a horse?,-1,5.797815,7.757669,3
A salmon has not readed 5 books.,-1,5.562364,9.626898,7
Mike won't be downloading a palisade.,-1,5.819476,10.593309,4
Lilita forgives a gonadal artery.,-1,6.422083,12.375984,4
Alison was choosing.,-1,7.162163,7.372086,5
Who will be driving a vehicle?,-1,4.873375,7.757669,3
Vincent doesn't produce a left false rib 10 bone.,-1,6.763282,10.775113,6
Who won't be smelling a tachometer?,-1,5.598878,8.437881,3
Kenneth has not winked Evan.,-1,7.070016,13.413019,3
Phil will give a body junction to a external gear.,-1,6.927935,11.177106,3
Jeffrey will be nodding a domestic animal.,-1,6.286007,13.675672,3
Marshela uploaded a ship cabin.,-1,9.282357,13.154691,3
Who is pushing a party platform?,-1,5.423225,7.921021,4
Eric will be questioning a N95 mask.,-1,5.845223,9.510351,2
Who was dreaming 8 microorganisms?,-1,6.683222,11.766306,7
Who doesn't lose an airbag?,-1,5.178872,7.757669,4
Who has not stole a disc brake from UNK_WORK_OF_ART_2?,-1,6.617689,13.820084,4
Doris is hunting 2 organisms.,-1,6.277710,10.222139,5
Doreen doesn't hear a different Doreen.,-1,4.149842,7.938200,2
Who was drinking a medial femoral circumflex descending acetabular branch artery?,-1,5.449983,11.731110,6
An elephant will be lifting a party platform.,-1,5.662354,8.901663,3
