A human wasn't reproducing a satellite phone.,2,,,FALSE,
A fungal agent is uncovering 7.5 kilograms of botulinum toxin.,1,,,FALSE,
A vine isn't drawing some silicon.,2,,,FALSE,
Winnie is watering an intermediate cuniform bone.,-2,,Plant,FALSE,
An unit of information will lessen.,2,,,FALSE,
A parliament will be swopping a cross_functional team with a financial company.,0,what is cross_functional?,,FALSE,
An irrigated land burnt.,2,,,FALSE,
A deity seeks for a an ascending palatine artery.,1,,,FALSE,
A commission will be penalising a metallurgical plant.,1,,,FALSE,
12.3479 Ounces of lead ore will be drilling a temporal lobes.,1,,,FALSE,
Four human adults braked a truck.,1,,,FALSE,
Who was posting a vibrio cholera to a place descriptor?,0,,,FALSE,
A human youth compares a group of people.,2,,,FALSE,
A deity isn't unwrapping a customer ID to an army.,1,,,FALSE,
Zero human children are peeling a skin from a Beech tree.,2,,,FALSE,
Four human adults break a transformer.,2,,,FALSE,
Claire votes.,2,,,FALSE,
A viral disease infects a virus.,2,,,FALSE,
A vocal cords is harming ten poxviridaes.,-2,,,FALSE,
A human child doesn't submit a doctrine to a human child.,2,,,FALSE,
Who will be initiating a vital organ?,2,,,FALSE,
Burt will transform an even integer.,2,,,FALSE,
A human will be buying a right talus bone a trading card.,0,,,FALSE,
An oboe was bearing the hole.,-1,,AttachingDevice,FALSE,
A human adult mails a letter.,2,,,FALSE,
An entertainment company will be auctioneering a video recording.,2,,,FALSE,
A human child doesn't transmit with 10 human children.,2,,,FALSE,
A pigeon is catching a right navicular bone.,1,,,FALSE,
A human adult is separating a non null set.,NULL,,,FALSE,
A human adult commands Ruby.,2,,,FALSE,
A human child looks for a a picture frame.,2,,,FALSE,
Who was pipping a m242?,2,,,FALSE,
An aloe vera plant wets some purified water to 9 palisades.,-2,,,FALSE,
Who is interviewing 3 men?,2,,,FALSE,
A human child vandalised a shelf.,2,,,FALSE,
A human child will specify a human child to accomplish a burial.,2,,,FALSE,
A hoofed mammal is dumping a medulla.,-2,,AutonomousAgent,FALSE,
A human is binding a chin to a camel.,1,,,FALSE,
Four humans will be spreading a recording company to a territorial dispute.,-2,,,FALSE,
A hoofed mammal is finding.,2,,,FALSE,
A religious organization will evacuate from an independent state.,2,,,FALSE,
Two humans has not placed 8 coins.,2,,,FALSE,
A human classes a finite set.,2,,,FALSE,
A vine unveils some Spruce wood.,2,,,FALSE,
Some egg chokes a maxillary artery.,-1,,,FALSE,
A political organization won't lose a service organization.,2,,,FALSE,
A human child ideates some cocoa solid.,2,,,FALSE,
Who was ideating 3 narrative texts?,2,,,FALSE,
Murphy raises.,2,,,FALSE,
A seabed area will be extending.,2,,,FALSE,
Morris chooses a sigmoid artery.,2,,,FALSE,
A microorganism has not passed some urine from a prokaryotic cell.,-2,,,FALSE,
A police organization will swop a vine with an embassy.,2,,,FALSE,
An ethnic group doesn't lose a cauliflower.,2,,,FALSE,
Eight humans doesn't evince a fire extinguisher to three men.,2,,,FALSE,
A viral disease infects a lassa virus.,2,,,FALSE,
A human doesn't upload a multimedia file.,2,,,FALSE,
Eight vibrio choleras will empty some feces from a spinal cord.,-2,,,FALSE,
Who dodges a fishing ship?,2,,,FALSE,
A tent will be precipitating a dance hall a streetcar.,-1,,,FALSE,
An insect pulls a head.,1,,,FALSE,
A scripture union will translate a doctrine into an HTML.,-2,,AutonomousAgent,FALSE,
A human adult auctioneers a sentient agent.,2,,,FALSE,
Jim plans a special operation.,2,,,FALSE,
An armored vehicle is writing an invoice number.,-1,,AutonomousAgent,FALSE,
A human adult has not beckoned with a hand.,2,,,FALSE,
A mass measure will strengthen.,1,,,FALSE,
A prawn sprays 13.0 teus of liqueur.,-2,,InternalAttribute,FALSE,
A human will subject a local church to a human child.,2,,,FALSE,
A human child will put a coin.,2,,,FALSE,
A human youth will be mailing six letters.,2,,,FALSE,
Four human children will search for a a vocal fold.,1,,,FALSE,
A human adult was interviewing 4 human adults.,2,,,FALSE,
Florence is judging an incandescent light fixture.,2,,,FALSE,
A human adult is shouting.,2,,,FALSE,
A swamp was grinding an abnormal anatomical structure.,-2,,AutonomousAgent,FALSE,
A mercantile organization protected a classI railroad.,1,,,FALSE,
An aloes was selling an aerator a public.,-1,,AutonomousAgent,FALSE,
A file system is substituting eight pay stubs for a sea lane.,-3,,,FALSE,
A church protected an union organization.,2,,,FALSE,
Who was treating a motion picture?,2,,,FALSE,
A human will be subjecting a group of people to null.,NULL,,,FALSE,
7 humans will be unwrapping nine united states five cent coins to a foot ball US.,2,,,FALSE,
A human child will not imagine a surprised facial expression.,2,,,FALSE,
A human was finding a tavern.,2,,,FALSE,
Five humans was storing an Evangelical fellowship of congregational churches.,-2,,Device,FALSE,
A left metatarsal 3 bone falls a vomer bone a sailboat.,0,,,FALSE,
A human child won't be setting two succulents.,1,,,FALSE,
Nine efferent arterioles will shut.,0,,,FALSE,
Nine humans produces a lecture to null.,NULL,,,FALSE,
A human child was detecting a satisfying requirements.,2,,,FALSE,
A human youth compared an age group.,2,,,FALSE,
Ronald will detect some thallium.,2,,,FALSE,
3 fungi penalised a belief group.,-2,,AutonomousAgent,FALSE,
A clothes dryer is chilling some solution.,-1,,WearableItem,FALSE,
A human child will pip a hand gun.,-2,,Egg,FALSE,
Some steam is not boiling.,2,,,FALSE,
A human transforms an unit of temperature.,2,,,FALSE,
A human adult is injecting 5.09 registry tons of alcoholic beverage into null.,NULL,,,FALSE,
6 humans was frying some cured meat.,2,,,FALSE,
